"Kommune";"Kommunenavn";"Dato";"Bekræftede tilfælde"
706;Syddjurs;2021-12-05;17
707;Norddjurs;2021-12-05;29
710;Favrskov;2021-12-05;29
727;Odder;2021-12-05;8
730;Randers;2021-12-05;52
740;Silkeborg;2021-12-05;35
746;Skanderborg;2021-12-05;43
751;Århus;2021-12-05;222
756;Ikast-Brande;2021-12-05;20
760;Ringkøbing-Skjern;2021-12-05;38
766;Hedensted;2021-12-05;23
773;Morsø;2021-12-05;7
779;Skive;2021-12-05;13
787;Thisted;2021-12-05;18
791;Viborg;2021-12-05;102
810;Brønderslev;2021-12-05;24
813;Frederikshavn;2021-12-05;52
820;Vesthimmerland;2021-12-05;32
840;Rebild;2021-12-05;19
846;Mariagerfjord;2021-12-05;28
849;Jammerbugt;2021-12-05;21
851;Aalborg;2021-12-05;137
860;Hjørring;2021-12-05;47
101;København;2021-12-06;1019
147;Frederiksberg;2021-12-06;136
151;Ballerup;2021-12-06;71
153;Brøndby;2021-12-06;61
155;Dragør;2021-12-06;24
157;Gentofte;2021-12-06;144
159;Gladsaxe;2021-12-06;113
161;Glostrup;2021-12-06;40
163;Herlev;2021-12-06;68
165;Albertslund;2021-12-06;53
167;Hvidovre;2021-12-06;78
169;Høje Tåstrup;2021-12-06;77
173;Lyngby-Taarbæk;2021-12-06;92
175;Rødovre;2021-12-06;85
183;Ishøj;2021-12-06;33
185;Tårnby;2021-12-06;59
187;Vallensbæk;2021-12-06;30
190;Furesø;2021-12-06;54
201;Allerød;2021-12-06;49
210;Fredensborg;2021-12-06;45
217;Helsingør;2021-12-06;104
219;Hillerød;2021-12-06;55
223;Hørsholm;2021-12-06;48
230;Rudersdal;2021-12-06;85
240;Egedal;2021-12-06;105
250;Frederikssund;2021-12-06;56
253;Greve;2021-12-06;70
259;Køge;2021-12-06;101
260;Halsnæs;2021-12-06;33
265;Roskilde;2021-12-06;149
269;Solrød;2021-12-06;39
270;Gribskov;2021-12-06;91
306;Odsherred;2021-12-06;37
316;Holbæk;2021-12-06;110
320;Faxe;2021-12-06;61
326;Kalundborg;2021-12-06;90
329;Ringsted;2021-12-06;63
330;Slagelse;2021-12-06;88
336;Stevns;2021-12-06;39
340;Sorø;2021-12-06;23
350;Lejre;2021-12-06;50
360;Lolland;2021-12-06;75
370;Næstved;2021-12-06;137
376;Guldborgsund;2021-12-06;65
390;Vordingborg;2021-12-06;84
400;Bornholm;2021-12-06;51
410;Middelfart;2021-12-06;43
420;Assens;2021-12-06;30
430;Faaborg-Midtfyn;2021-12-06;21
440;Kerteminde;2021-12-06;17
450;Nyborg;2021-12-06;27
461;Odense;2021-12-06;177
479;Svendborg;2021-12-06;42
480;Nordfyn;2021-12-06;28
482;Langeland;2021-12-06;3
492;Ærø;2021-12-06;2
510;Haderslev;2021-12-06;84
530;Billund;2021-12-06;20
540;Sønderborg;2021-12-06;92
550;Tønder;2021-12-06;34
561;Esbjerg;2021-12-06;148
563;Fanø;2021-12-06;1
573;Varde;2021-12-06;27
575;Vejen;2021-12-06;43
580;Aabenraa;2021-12-06;34
607;Fredericia;2021-12-06;46
615;Horsens;2021-12-06;128
621;Kolding;2021-12-06;85
630;Vejle;2021-12-06;95
657;Herning;2021-12-06;80
661;Holstebro;2021-12-06;69
665;Lemvig;2021-12-06;23
671;Struer;2021-12-06;4
706;Syddjurs;2021-12-06;42
707;Norddjurs;2021-12-06;25
710;Favrskov;2021-12-06;41
727;Odder;2021-12-06;21
730;Randers;2021-12-06;51
740;Silkeborg;2021-12-06;63
741;Samsø;2021-12-06;1
746;Skanderborg;2021-12-06;46
751;Århus;2021-12-06;286
756;Ikast-Brande;2021-12-06;37
760;Ringkøbing-Skjern;2021-12-06;57
766;Hedensted;2021-12-06;58
773;Morsø;2021-12-06;11
779;Skive;2021-12-06;19
787;Thisted;2021-12-06;26
791;Viborg;2021-12-06;142
810;Brønderslev;2021-12-06;38
813;Frederikshavn;2021-12-06;60
820;Vesthimmerland;2021-12-06;40
840;Rebild;2021-12-06;17
846;Mariagerfjord;2021-12-06;26
849;Jammerbugt;2021-12-06;27
851;Aalborg;2021-12-06;130
860;Hjørring;2021-12-06;88
101;København;2021-12-07;1177
147;Frederiksberg;2021-12-07;170
151;Ballerup;2021-12-07;55
153;Brøndby;2021-12-07;56
155;Dragør;2021-12-07;28
157;Gentofte;2021-12-07;139
159;Gladsaxe;2021-12-07;119
161;Glostrup;2021-12-07;43
163;Herlev;2021-12-07;58
165;Albertslund;2021-12-07;41
167;Hvidovre;2021-12-07;98
169;Høje Tåstrup;2021-12-07;66
173;Lyngby-Taarbæk;2021-12-07;110
175;Rødovre;2021-12-07;86
183;Ishøj;2021-12-07;32
185;Tårnby;2021-12-07;79
187;Vallensbæk;2021-12-07;22
190;Furesø;2021-12-07;46
201;Allerød;2021-12-07;46
210;Fredensborg;2021-12-07;48
217;Helsingør;2021-12-07;103
219;Hillerød;2021-12-07;46
223;Hørsholm;2021-12-07;47
230;Rudersdal;2021-12-07;109
240;Egedal;2021-12-07;87
250;Frederikssund;2021-12-07;75
253;Greve;2021-12-07;88
259;Køge;2021-12-07;86
260;Halsnæs;2021-12-07;13
265;Roskilde;2021-12-07;127
269;Solrød;2021-12-07;35
270;Gribskov;2021-12-07;66
306;Odsherred;2021-12-07;45
316;Holbæk;2021-12-07;118
320;Faxe;2021-12-07;82
326;Kalundborg;2021-12-07;92
329;Ringsted;2021-12-07;66
330;Slagelse;2021-12-07;81
336;Stevns;2021-12-07;48
340;Sorø;2021-12-07;29
350;Lejre;2021-12-07;54
360;Lolland;2021-12-07;69
370;Næstved;2021-12-07;106
376;Guldborgsund;2021-12-07;47
390;Vordingborg;2021-12-07;72
400;Bornholm;2021-12-07;47
410;Middelfart;2021-12-07;26
420;Assens;2021-12-07;18
430;Faaborg-Midtfyn;2021-12-07;49
440;Kerteminde;2021-12-07;19
450;Nyborg;2021-12-07;34
461;Odense;2021-12-07;180
479;Svendborg;2021-12-07;30
480;Nordfyn;2021-12-07;45
482;Langeland;2021-12-07;3
492;Ærø;2021-12-07;1
510;Haderslev;2021-12-07;60
530;Billund;2021-12-07;22
540;Sønderborg;2021-12-07;68
550;Tønder;2021-12-07;36
561;Esbjerg;2021-12-07;169
563;Fanø;2021-12-07;1
573;Varde;2021-12-07;32
575;Vejen;2021-12-07;36
580;Aabenraa;2021-12-07;37
607;Fredericia;2021-12-07;46
615;Horsens;2021-12-07;99
621;Kolding;2021-12-07;94
630;Vejle;2021-12-07;114
657;Herning;2021-12-07;84
661;Holstebro;2021-12-07;69
665;Lemvig;2021-12-07;28
671;Struer;2021-12-07;18
706;Syddjurs;2021-12-07;41
707;Norddjurs;2021-12-07;22
710;Favrskov;2021-12-07;25
727;Odder;2021-12-07;12
730;Randers;2021-12-07;45
740;Silkeborg;2021-12-07;84
746;Skanderborg;2021-12-07;80
751;Århus;2021-12-07;283
756;Ikast-Brande;2021-12-07;49
760;Ringkøbing-Skjern;2021-12-07;55
766;Hedensted;2021-12-07;57
773;Morsø;2021-12-07;12
779;Skive;2021-12-07;16
787;Thisted;2021-12-07;23
791;Viborg;2021-12-07;173
810;Brønderslev;2021-12-07;25
813;Frederikshavn;2021-12-07;54
820;Vesthimmerland;2021-12-07;46
825;Læsø;2021-12-07;2
840;Rebild;2021-12-07;20
846;Mariagerfjord;2021-12-07;39
849;Jammerbugt;2021-12-07;28
851;Aalborg;2021-12-07;154
860;Hjørring;2021-12-07;70
101;København;2021-12-08;1137
147;Frederiksberg;2021-12-08;204
151;Ballerup;2021-12-08;77
153;Brøndby;2021-12-08;61
155;Dragør;2021-12-08;23
157;Gentofte;2021-12-08;118
159;Gladsaxe;2021-12-08;111
161;Glostrup;2021-12-08;35
163;Herlev;2021-12-08;49
165;Albertslund;2021-12-08;44
167;Hvidovre;2021-12-08;63
169;Høje Tåstrup;2021-12-08;58
173;Lyngby-Taarbæk;2021-12-08;87
175;Rødovre;2021-12-08;62
183;Ishøj;2021-12-08;35
185;Tårnby;2021-12-08;72
187;Vallensbæk;2021-12-08;18
190;Furesø;2021-12-08;43
201;Allerød;2021-12-08;30
210;Fredensborg;2021-12-08;50
217;Helsingør;2021-12-08;87
219;Hillerød;2021-12-08;75
223;Hørsholm;2021-12-08;39
230;Rudersdal;2021-12-08;74
240;Egedal;2021-12-08;79
250;Frederikssund;2021-12-08;86
253;Greve;2021-12-08;62
259;Køge;2021-12-08;75
260;Halsnæs;2021-12-08;23
265;Roskilde;2021-12-08;118
269;Solrød;2021-12-08;25
270;Gribskov;2021-12-08;56
306;Odsherred;2021-12-08;22
316;Holbæk;2021-12-08;102
320;Faxe;2021-12-08;37
326;Kalundborg;2021-12-08;25
329;Ringsted;2021-12-08;22
330;Slagelse;2021-12-08;57
336;Stevns;2021-12-08;17
340;Sorø;2021-12-08;17
350;Lejre;2021-12-08;41
360;Lolland;2021-12-08;50
370;Næstved;2021-12-08;110
376;Guldborgsund;2021-12-08;31
390;Vordingborg;2021-12-08;26
400;Bornholm;2021-12-08;52
410;Middelfart;2021-12-08;36
420;Assens;2021-12-08;36
430;Faaborg-Midtfyn;2021-12-08;24
440;Kerteminde;2021-12-08;32
450;Nyborg;2021-12-08;37
461;Odense;2021-12-08;151
479;Svendborg;2021-12-08;41
480;Nordfyn;2021-12-08;29
482;Langeland;2021-12-08;3
510;Haderslev;2021-12-08;37
530;Billund;2021-12-08;24
540;Sønderborg;2021-12-08;64
550;Tønder;2021-12-08;38
561;Esbjerg;2021-12-08;114
563;Fanø;2021-12-08;15
573;Varde;2021-12-08;23
575;Vejen;2021-12-08;61
580;Aabenraa;2021-12-08;42
607;Fredericia;2021-12-08;49
615;Horsens;2021-12-08;130
621;Kolding;2021-12-08;83
630;Vejle;2021-12-08;97
657;Herning;2021-12-08;82
661;Holstebro;2021-12-08;59
665;Lemvig;2021-12-08;35
671;Struer;2021-12-08;11
706;Syddjurs;2021-12-08;28
707;Norddjurs;2021-12-08;34
710;Favrskov;2021-12-08;30
727;Odder;2021-12-08;23
730;Randers;2021-12-08;62
740;Silkeborg;2021-12-08;61
741;Samsø;2021-12-08;1
746;Skanderborg;2021-12-08;41
751;Århus;2021-12-08;280
756;Ikast-Brande;2021-12-08;34
760;Ringkøbing-Skjern;2021-12-08;61
766;Hedensted;2021-12-08;51
773;Morsø;2021-12-08;7
779;Skive;2021-12-08;28
787;Thisted;2021-12-08;32
791;Viborg;2021-12-08;178
810;Brønderslev;2021-12-08;35
813;Frederikshavn;2021-12-08;82
820;Vesthimmerland;2021-12-08;45
840;Rebild;2021-12-08;14
846;Mariagerfjord;2021-12-08;22
849;Jammerbugt;2021-12-08;18
851;Aalborg;2021-12-08;202
860;Hjørring;2021-12-08;53
101;København;2021-12-09;1128
147;Frederiksberg;2021-12-09;143
151;Ballerup;2021-12-09;73
153;Brøndby;2021-12-09;64
155;Dragør;2021-12-09;24
157;Gentofte;2021-12-09;125
159;Gladsaxe;2021-12-09;84
161;Glostrup;2021-12-09;46
163;Herlev;2021-12-09;78
165;Albertslund;2021-12-09;43
167;Hvidovre;2021-12-09;84
169;Høje Tåstrup;2021-12-09;51
173;Lyngby-Taarbæk;2021-12-09;94
175;Rødovre;2021-12-09;82
183;Ishøj;2021-12-09;35
185;Tårnby;2021-12-09;78
187;Vallensbæk;2021-12-09;25
190;Furesø;2021-12-09;43
201;Allerød;2021-12-09;27
210;Fredensborg;2021-12-09;51
217;Helsingør;2021-12-09;84
219;Hillerød;2021-12-09;70
223;Hørsholm;2021-12-09;48
230;Rudersdal;2021-12-09;88
240;Egedal;2021-12-09;82
250;Frederikssund;2021-12-09;88
253;Greve;2021-12-09;55
259;Køge;2021-12-09;66
260;Halsnæs;2021-12-09;28
265;Roskilde;2021-12-09;107
269;Solrød;2021-12-09;29
270;Gribskov;2021-12-09;49
306;Odsherred;2021-12-09;26
316;Holbæk;2021-12-09;99
320;Faxe;2021-12-09;55
326;Kalundborg;2021-12-09;70
329;Ringsted;2021-12-09;47
330;Slagelse;2021-12-09;70
336;Stevns;2021-12-09;33
340;Sorø;2021-12-09;25
350;Lejre;2021-12-09;41
360;Lolland;2021-12-09;36
370;Næstved;2021-12-09;105
376;Guldborgsund;2021-12-09;35
390;Vordingborg;2021-12-09;54
400;Bornholm;2021-12-09;22
410;Middelfart;2021-12-09;40
420;Assens;2021-12-09;53
430;Faaborg-Midtfyn;2021-12-09;27
440;Kerteminde;2021-12-09;14
450;Nyborg;2021-12-09;31
461;Odense;2021-12-09;154
479;Svendborg;2021-12-09;50
480;Nordfyn;2021-12-09;25
482;Langeland;2021-12-09;9
492;Ærø;2021-12-09;1
510;Haderslev;2021-12-09;47
530;Billund;2021-12-09;15
540;Sønderborg;2021-12-09;56
550;Tønder;2021-12-09;40
561;Esbjerg;2021-12-09;139
563;Fanø;2021-12-09;2
573;Varde;2021-12-09;35
575;Vejen;2021-12-09;24
580;Aabenraa;2021-12-09;40
607;Fredericia;2021-12-09;58
615;Horsens;2021-12-09;123
621;Kolding;2021-12-09;86
630;Vejle;2021-12-09;69
657;Herning;2021-12-09;103
661;Holstebro;2021-12-09;43
665;Lemvig;2021-12-09;16
671;Struer;2021-12-09;12
706;Syddjurs;2021-12-09;49
707;Norddjurs;2021-12-09;10
710;Favrskov;2021-12-09;31
727;Odder;2021-12-09;26
730;Randers;2021-12-09;65
740;Silkeborg;2021-12-09;59
746;Skanderborg;2021-12-09;47
751;Århus;2021-12-09;292
756;Ikast-Brande;2021-12-09;44
760;Ringkøbing-Skjern;2021-12-09;52
766;Hedensted;2021-12-09;41
773;Morsø;2021-12-09;10
779;Skive;2021-12-09;18
787;Thisted;2021-12-09;24
791;Viborg;2021-12-09;173
810;Brønderslev;2021-12-09;20
813;Frederikshavn;2021-12-09;49
820;Vesthimmerland;2021-12-09;31
840;Rebild;2021-12-09;22
846;Mariagerfjord;2021-12-09;28
849;Jammerbugt;2021-12-09;33
851;Aalborg;2021-12-09;146
860;Hjørring;2021-12-09;51
101;København;2021-12-10;1151
147;Frederiksberg;2021-12-10;161
151;Ballerup;2021-12-10;76
153;Brøndby;2021-12-10;42
155;Dragør;2021-12-10;24
157;Gentofte;2021-12-10;155
159;Gladsaxe;2021-12-10;94
161;Glostrup;2021-12-10;34
163;Herlev;2021-12-10;57
165;Albertslund;2021-12-10;35
167;Hvidovre;2021-12-10;61
169;Høje Tåstrup;2021-12-10;90
173;Lyngby-Taarbæk;2021-12-10;80
175;Rødovre;2021-12-10;84
183;Ishøj;2021-12-10;37
185;Tårnby;2021-12-10;68
187;Vallensbæk;2021-12-10;19
190;Furesø;2021-12-10;71
201;Allerød;2021-12-10;52
210;Fredensborg;2021-12-10;46
217;Helsingør;2021-12-10;82
219;Hillerød;2021-12-10;81
223;Hørsholm;2021-12-10;38
230;Rudersdal;2021-12-10;93
240;Egedal;2021-12-10;97
250;Frederikssund;2021-12-10;86
253;Greve;2021-12-10;72
259;Køge;2021-12-10;74
260;Halsnæs;2021-12-10;35
265;Roskilde;2021-12-10;137
269;Solrød;2021-12-10;39
270;Gribskov;2021-12-10;41
306;Odsherred;2021-12-10;32
316;Holbæk;2021-12-10;108
320;Faxe;2021-12-10;55
326;Kalundborg;2021-12-10;55
329;Ringsted;2021-12-10;44
330;Slagelse;2021-12-10;75
336;Stevns;2021-12-10;35
340;Sorø;2021-12-10;32
350;Lejre;2021-12-10;41
360;Lolland;2021-12-10;66
370;Næstved;2021-12-10;137
376;Guldborgsund;2021-12-10;33
390;Vordingborg;2021-12-10;50
400;Bornholm;2021-12-10;27
410;Middelfart;2021-12-10;32
420;Assens;2021-12-10;26
430;Faaborg-Midtfyn;2021-12-10;33
440;Kerteminde;2021-12-10;17
450;Nyborg;2021-12-10;24
461;Odense;2021-12-10;181
479;Svendborg;2021-12-10;40
480;Nordfyn;2021-12-10;49
482;Langeland;2021-12-10;6
492;Ærø;2021-12-10;7
510;Haderslev;2021-12-10;55
530;Billund;2021-12-10;13
540;Sønderborg;2021-12-10;42
550;Tønder;2021-12-10;49
561;Esbjerg;2021-12-10;144
573;Varde;2021-12-10;45
575;Vejen;2021-12-10;42
580;Aabenraa;2021-12-10;23
607;Fredericia;2021-12-10;42
615;Horsens;2021-12-10;92
621;Kolding;2021-12-10;100
630;Vejle;2021-12-10;100
657;Herning;2021-12-10;86
661;Holstebro;2021-12-10;60
665;Lemvig;2021-12-10;19
671;Struer;2021-12-10;15
706;Syddjurs;2021-12-10;41
707;Norddjurs;2021-12-10;15
710;Favrskov;2021-12-10;23
727;Odder;2021-12-10;20
730;Randers;2021-12-10;72
740;Silkeborg;2021-12-10;60
741;Samsø;2021-12-10;6
746;Skanderborg;2021-12-10;44
751;Århus;2021-12-10;304
756;Ikast-Brande;2021-12-10;59
760;Ringkøbing-Skjern;2021-12-10;30
766;Hedensted;2021-12-10;58
773;Morsø;2021-12-10;12
779;Skive;2021-12-10;32
787;Thisted;2021-12-10;19
791;Viborg;2021-12-10;159
810;Brønderslev;2021-12-10;35
813;Frederikshavn;2021-12-10;47
820;Vesthimmerland;2021-12-10;50
840;Rebild;2021-12-10;21
846;Mariagerfjord;2021-12-10;30
849;Jammerbugt;2021-12-10;22
851;Aalborg;2021-12-10;166
860;Hjørring;2021-12-10;34
101;København;2021-12-11;1198
147;Frederiksberg;2021-12-11;160
151;Ballerup;2021-12-11;87
153;Brøndby;2021-12-11;49
155;Dragør;2021-12-11;30
157;Gentofte;2021-12-11;139
159;Gladsaxe;2021-12-11;101
161;Glostrup;2021-12-11;63
163;Herlev;2021-12-11;57
165;Albertslund;2021-12-11;40
167;Hvidovre;2021-12-11;109
169;Høje Tåstrup;2021-12-11;83
173;Lyngby-Taarbæk;2021-12-11;79
175;Rødovre;2021-12-11;52
183;Ishøj;2021-12-11;31
185;Tårnby;2021-12-11;88
187;Vallensbæk;2021-12-11;27
190;Furesø;2021-12-11;53
201;Allerød;2021-12-11;38
210;Fredensborg;2021-12-11;60
217;Helsingør;2021-12-11;112
219;Hillerød;2021-12-11;73
223;Hørsholm;2021-12-11;43
230;Rudersdal;2021-12-11;89
240;Egedal;2021-12-11;113
250;Frederikssund;2021-12-11;86
253;Greve;2021-12-11;71
259;Køge;2021-12-11;65
260;Halsnæs;2021-12-11;24
265;Roskilde;2021-12-11;105
269;Solrød;2021-12-11;21
270;Gribskov;2021-12-11;65
306;Odsherred;2021-12-11;10
316;Holbæk;2021-12-11;56
320;Faxe;2021-12-11;35
326;Kalundborg;2021-12-11;26
329;Ringsted;2021-12-11;21
330;Slagelse;2021-12-11;68
336;Stevns;2021-12-11;19
340;Sorø;2021-12-11;8
350;Lejre;2021-12-11;28
360;Lolland;2021-12-11;41
370;Næstved;2021-12-11;103
376;Guldborgsund;2021-12-11;29
390;Vordingborg;2021-12-11;47
400;Bornholm;2021-12-11;39
410;Middelfart;2021-12-11;72
420;Assens;2021-12-11;16
430;Faaborg-Midtfyn;2021-12-11;29
440;Kerteminde;2021-12-11;23
450;Nyborg;2021-12-11;19
461;Odense;2021-12-11;200
479;Svendborg;2021-12-11;42
480;Nordfyn;2021-12-11;21
482;Langeland;2021-12-11;1
492;Ærø;2021-12-11;1
510;Haderslev;2021-12-11;51
530;Billund;2021-12-11;15
540;Sønderborg;2021-12-11;50
550;Tønder;2021-12-11;25
561;Esbjerg;2021-12-11;99
563;Fanø;2021-12-11;3
573;Varde;2021-12-11;14
575;Vejen;2021-12-11;15
580;Aabenraa;2021-12-11;34
607;Fredericia;2021-12-11;25
615;Horsens;2021-12-11;122
621;Kolding;2021-12-11;66
630;Vejle;2021-12-11;72
657;Herning;2021-12-11;77
661;Holstebro;2021-12-11;42
665;Lemvig;2021-12-11;25
671;Struer;2021-12-11;15
706;Syddjurs;2021-12-11;39
707;Norddjurs;2021-12-11;26
710;Favrskov;2021-12-11;30
727;Odder;2021-12-11;13
730;Randers;2021-12-11;68
740;Silkeborg;2021-12-11;73
741;Samsø;2021-12-11;1
746;Skanderborg;2021-12-11;40
751;Århus;2021-12-11;265
756;Ikast-Brande;2021-12-11;63
760;Ringkøbing-Skjern;2021-12-11;58
766;Hedensted;2021-12-11;59
773;Morsø;2021-12-11;8
779;Skive;2021-12-11;35
787;Thisted;2021-12-11;24
791;Viborg;2021-12-11;184
810;Brønderslev;2021-12-11;25
813;Frederikshavn;2021-12-11;68
820;Vesthimmerland;2021-12-11;33
840;Rebild;2021-12-11;41
846;Mariagerfjord;2021-12-11;29
849;Jammerbugt;2021-12-11;29
851;Aalborg;2021-12-11;193
860;Hjørring;2021-12-11;59
101;København;2021-12-12;1283
147;Frederiksberg;2021-12-12;180
151;Ballerup;2021-12-12;86
153;Brøndby;2021-12-12;59
155;Dragør;2021-12-12;36
157;Gentofte;2021-12-12;150
159;Gladsaxe;2021-12-12;103
161;Glostrup;2021-12-12;40
163;Herlev;2021-12-12;49
165;Albertslund;2021-12-12;43
167;Hvidovre;2021-12-12;99
169;Høje Tåstrup;2021-12-12;133
173;Lyngby-Taarbæk;2021-12-12;87
175;Rødovre;2021-12-12;82
183;Ishøj;2021-12-12;33
185;Tårnby;2021-12-12;93
187;Vallensbæk;2021-12-12;23
190;Furesø;2021-12-12;68
201;Allerød;2021-12-12;43
210;Fredensborg;2021-12-12;62
217;Helsingør;2021-12-12;77
219;Hillerød;2021-12-12;81
223;Hørsholm;2021-12-12;42
230;Rudersdal;2021-12-12;80
240;Egedal;2021-12-12;96
250;Frederikssund;2021-12-12;107
253;Greve;2021-12-12;80
259;Køge;2021-12-12;61
260;Halsnæs;2021-12-12;43
265;Roskilde;2021-12-12;135
269;Solrød;2021-12-12;34
270;Gribskov;2021-12-12;51
306;Odsherred;2021-12-12;9
316;Holbæk;2021-12-12;49
320;Faxe;2021-12-12;29
326;Kalundborg;2021-12-12;16
329;Ringsted;2021-12-12;36
330;Slagelse;2021-12-12;51
336;Stevns;2021-12-12;14
340;Sorø;2021-12-12;21
350;Lejre;2021-12-12;41
360;Lolland;2021-12-12;29
370;Næstved;2021-12-12;90
376;Guldborgsund;2021-12-12;17
390;Vordingborg;2021-12-12;25
400;Bornholm;2021-12-12;26
410;Middelfart;2021-12-12;29
420;Assens;2021-12-12;31
430;Faaborg-Midtfyn;2021-12-12;32
440;Kerteminde;2021-12-12;21
450;Nyborg;2021-12-12;23
461;Odense;2021-12-12;202
479;Svendborg;2021-12-12;62
480;Nordfyn;2021-12-12;51
482;Langeland;2021-12-12;4
492;Ærø;2021-12-12;2
510;Haderslev;2021-12-12;43
530;Billund;2021-12-12;10
540;Sønderborg;2021-12-12;39
550;Tønder;2021-12-12;26
561;Esbjerg;2021-12-12;92
573;Varde;2021-12-12;22
575;Vejen;2021-12-12;32
580;Aabenraa;2021-12-12;34
607;Fredericia;2021-12-12;39
615;Horsens;2021-12-12;140
621;Kolding;2021-12-12;83
630;Vejle;2021-12-12;78
657;Herning;2021-12-12;115
661;Holstebro;2021-12-12;62
665;Lemvig;2021-12-12;34
671;Struer;2021-12-12;17
706;Syddjurs;2021-12-12;44
707;Norddjurs;2021-12-12;28
710;Favrskov;2021-12-12;32
727;Odder;2021-12-12;19
730;Randers;2021-12-12;65
740;Silkeborg;2021-12-12;49
741;Samsø;2021-12-12;1
746;Skanderborg;2021-12-12;63
751;Århus;2021-12-12;370
756;Ikast-Brande;2021-12-12;52
760;Ringkøbing-Skjern;2021-12-12;54
766;Hedensted;2021-12-12;42
773;Morsø;2021-12-12;17
779;Skive;2021-12-12;36
787;Thisted;2021-12-12;16
791;Viborg;2021-12-12;202
810;Brønderslev;2021-12-12;25
813;Frederikshavn;2021-12-12;66
820;Vesthimmerland;2021-12-12;43
825;Læsø;2021-12-12;1
840;Rebild;2021-12-12;33
846;Mariagerfjord;2021-12-12;20
849;Jammerbugt;2021-12-12;29
851;Aalborg;2021-12-12;223
860;Hjørring;2021-12-12;39
101;København;2021-12-13;1920
147;Frederiksberg;2021-12-13;304
151;Ballerup;2021-12-13;80
153;Brøndby;2021-12-13;101
155;Dragør;2021-12-13;57
157;Gentofte;2021-12-13;208
159;Gladsaxe;2021-12-13;158
161;Glostrup;2021-12-13;48
163;Herlev;2021-12-13;57
165;Albertslund;2021-12-13;55
167;Hvidovre;2021-12-13;140
169;Høje Tåstrup;2021-12-13;130
173;Lyngby-Taarbæk;2021-12-13;145
175;Rødovre;2021-12-13;88
183;Ishøj;2021-12-13;23
185;Tårnby;2021-12-13;110
187;Vallensbæk;2021-12-13;32
190;Furesø;2021-12-13;68
201;Allerød;2021-12-13;56
210;Fredensborg;2021-12-13;79
217;Helsingør;2021-12-13;125
219;Hillerød;2021-12-13;116
223;Hørsholm;2021-12-13;62
230;Rudersdal;2021-12-13;116
240;Egedal;2021-12-13;159
250;Frederikssund;2021-12-13;103
253;Greve;2021-12-13;121
259;Køge;2021-12-13;136
260;Halsnæs;2021-12-13;35
265;Roskilde;2021-12-13;217
269;Solrød;2021-12-13;55
270;Gribskov;2021-12-13;107
306;Odsherred;2021-12-13;49
316;Holbæk;2021-12-13;160
320;Faxe;2021-12-13;81
326;Kalundborg;2021-12-13;89
329;Ringsted;2021-12-13;74
330;Slagelse;2021-12-13;143
336;Stevns;2021-12-13;41
340;Sorø;2021-12-13;41
350;Lejre;2021-12-13;64
360;Lolland;2021-12-13;94
370;Næstved;2021-12-13;206
376;Guldborgsund;2021-12-13;63
390;Vordingborg;2021-12-13;68
400;Bornholm;2021-12-13;67
410;Middelfart;2021-12-13;75
420;Assens;2021-12-13;29
430;Faaborg-Midtfyn;2021-12-13;39
440;Kerteminde;2021-12-13;24
450;Nyborg;2021-12-13;47
461;Odense;2021-12-13;254
479;Svendborg;2021-12-13;81
480;Nordfyn;2021-12-13;41
482;Langeland;2021-12-13;24
492;Ærø;2021-12-13;3
510;Haderslev;2021-12-13;67
530;Billund;2021-12-13;20
540;Sønderborg;2021-12-13;67
550;Tønder;2021-12-13;38
561;Esbjerg;2021-12-13;161
563;Fanø;2021-12-13;3
573;Varde;2021-12-13;68
575;Vejen;2021-12-13;59
580;Aabenraa;2021-12-13;60
607;Fredericia;2021-12-13;83
615;Horsens;2021-12-13;126
621;Kolding;2021-12-13;92
630;Vejle;2021-12-13;107
657;Herning;2021-12-13;172
661;Holstebro;2021-12-13;54
665;Lemvig;2021-12-13;39
671;Struer;2021-12-13;9
706;Syddjurs;2021-12-13;47
707;Norddjurs;2021-12-13;34
710;Favrskov;2021-12-13;34
727;Odder;2021-12-13;34
730;Randers;2021-12-13;90
740;Silkeborg;2021-12-13;111
741;Samsø;2021-12-13;4
746;Skanderborg;2021-12-13;64
751;Århus;2021-12-13;409
756;Ikast-Brande;2021-12-13;73
760;Ringkøbing-Skjern;2021-12-13;48
766;Hedensted;2021-12-13;58
773;Morsø;2021-12-13;13
779;Skive;2021-12-13;83
787;Thisted;2021-12-13;32
791;Viborg;2021-12-13;265
810;Brønderslev;2021-12-13;31
813;Frederikshavn;2021-12-13;67
820;Vesthimmerland;2021-12-13;62
840;Rebild;2021-12-13;46
846;Mariagerfjord;2021-12-13;44
849;Jammerbugt;2021-12-13;36
851;Aalborg;2021-12-13;246
860;Hjørring;2021-12-13;71
101;København;2021-12-14;2434
147;Frederiksberg;2021-12-14;348
151;Ballerup;2021-12-14;92
153;Brøndby;2021-12-14;90
155;Dragør;2021-12-14;36
157;Gentofte;2021-12-14;240
159;Gladsaxe;2021-12-14;176
161;Glostrup;2021-12-14;65
163;Herlev;2021-12-14;73
165;Albertslund;2021-12-14;59
167;Hvidovre;2021-12-14;133
169;Høje Tåstrup;2021-12-14;111
173;Lyngby-Taarbæk;2021-12-14;175
175;Rødovre;2021-12-14;103
183;Ishøj;2021-12-14;45
185;Tårnby;2021-12-14;93
187;Vallensbæk;2021-12-14;50
190;Furesø;2021-12-14;88
